"gene","round2_20151217_p_val","round2_20151217_avg_log2FC","round2_20151217_pct.1","round2_20151217_pct.2","round2_20151217_p_val_adj","round3_20160313_p_val","round3_20160313_avg_log2FC","round3_20160313_pct.1","round3_20160313_pct.2","round3_20160313_p_val_adj","max_pval","minimump_p_val"
"Itm2c",3.55961831807594e-05,1.25386303530898,0.5,0.05,1,0.00389013842137577,0.882933391786626,0.5,0.091,1,0.00389013842137577,7.11910992732618e-05
"Pigh",0.01035805811996,0.452511282149513,0.25,0.03,1,3.66079564797973e-05,0.417864594601637,0.25,0.013,1,0.01035805811996,7.3214572817117e-05
"Gm2000",0.226275535562691,0.494941361604408,0.5,0.254,1,4.982183370601e-05,0.76898920264261,1,0.175,1,0.226275535562691,9.96411851969061e-05
"Apobec3",0.00163401125219112,2.00092916222866,0.5,0.082,1,5.19134052113652e-05,1.22862958096289,0.75,0.122,1,0.00163401125219112,0.00010382411542109
"Gns",6.50251386957546e-05,0.968254553071631,0.5,0.052,1,0.00901622630709453,0.353799267287845,0.5,0.093,1,0.00901622630709453,0.000130046049122847
"Spcs3",8.09367896760919e-05,1.18860320058909,0.25,0.014,1,0.000487956856194456,0.276267134937405,0.5,0.06,1,0.000487956856194456,0.000161867028588261
"H2-Eb1",0.199182451179047,-0.449371892685953,0.5,0.194,1,8.22150988149103e-05,1.00486492977445,1,0.169,1,0.199182451179047,0.000164423438307348
"Rpl31",0.000129276098585145,2.57373394267354,1,0.289,1,8.45058377629315e-05,1.32970490492313,1,0.246,1,0.000129276098585145,0.000169004534289247
"H2-Aa",0.00044169653349838,0.733181126745042,1,0.193,1,8.67965758241873e-05,1.33304359404814,1,0.174,1,0.00044169653349838,0.0001735856180028
"Fam117a",0.0384092429220373,1.13216130536487,0.25,0.043,1,9.39796649513739e-05,0.752637062238924,0.5,0.054,1,0.0384092429220373,0.000187950497725323
"Pkib",0.484675903068249,-0.26797385323801,0,0.11,1,0.000104945330392272,0.952874816399154,0.75,0.123,1,0.484675903068249,0.000209879647262174
"Rpl35",0.206008045001967,0.772866096146302,0.5,0.258,1,0.000126793711229776,0.797086651144362,1,0.195,1,0.206008045001967,0.000253571345814345
"Rtcb",0.0288082825484605,0.397737000822162,0.25,0.038,1,0.000136510411333176,0.306446268465869,0.5,0.053,1,0.0288082825484605,0.00027300218757395
"Cyth4",0.0868313169628842,0.443575726012938,0.5,0.168,1,0.000142376692771322,1.31940481732646,1,0.233,1,0.0868313169628842,0.000284733114419999
"Padi2",0.000328012393648659,0.449411869309588,0.25,0.017,1,0.000142594348920351,0.328931055523615,0.25,0.015,1,0.000328012393648659,0.000285168364692359
"Canx",0.446610016688157,-0.320859187941767,0,0.128,1,0.000143444197157509,1.04887258475047,0.75,0.119,1,0.446610016688157,0.000286867818077321
"Ifi47",0.0251081041437055,0.575526647059399,0.25,0.037,1,0.00015277192279394,0.570517955927807,0.5,0.055,1,0.0251081041437055,0.000305520506327486
"Ptma",0.000154724178458935,1.8052840597321,1,0.242,1,0.0164002583180166,0.911067620287151,1,0.402,1,0.0164002583180166,0.00030942441734647
"Ndufa4",0.000953771152064805,0.850785630418284,0.5,0.071,1,0.000159748168033426,0.439504134002812,0.75,0.108,1,0.000953771152064805,0.000319470816589661
"Ppp6r1",0.000574005427894466,0.966620598341893,0.5,0.069,1,0.00016512599879444,0.343993063509197,0.75,0.105,1,0.000574005427894466,0.000330224730993402
"Klf13",0.000172921856479252,1.23253612314584,1,0.241,1,0.300765570632997,0.515212716428167,0.5,0.281,1,0.300765570632997,0.000345813810990055
"Ccr2",0.0339666812628288,0.257751644801974,0.25,0.039,1,0.000174267748158909,0.396600463158715,0.5,0.055,1,0.0339666812628288,0.00034850512706977
"Pitpna",0.423494663609649,-0.679835772691504,0,0.139,1,0.000205061193325367,1.02521340652118,1,0.233,1,0.423494663609649,0.000410080336557726
"Cd74",0.00179600074236912,0.796323312126554,1,0.232,1,0.00023394689166305,1.35363946525083,1,0.196,1,0.00179600074236912,0.000467839052177981
"Sec61g",0.000257254191161825,1.03974330120273,0.5,0.063,1,0.00330189166429618,0.372524135745181,0.5,0.081,1,0.00330189166429618,0.000514442202604781
"Mpeg1",0.00777896661843527,1.72173408363362,0.75,0.264,1,0.000257953705391648,2.17238331429063,1,0.434,1,0.00777896661843527,0.00051584087066917
"Cybb",0.000667568413409766,1.57399032101029,0.75,0.158,1,0.000276260177459577,1.53139686173975,1,0.276,1,0.000667568413409766,0.000552444035233505
"Pqlc3",0.0437321243604679,0.922670124657591,0.25,0.045,1,0.00034477454141925,0.77770030001919,0.75,0.133,1,0.0437321243604679,0.000689430213354089
"Spcs2",0.197754342744886,1.67036232732843,0.25,0.085,1,0.000357020962754734,1.17851796832878,0.75,0.141,1,0.197754342744886,0.000713914461541621
"Cyth1",0.000411401490808054,0.715690165131504,0.5,0.064,1,0.441503010336662,-0.263886854262353,0,0.13,1,0.441503010336662,0.00082263373042947
"Surf4",0.0107138183104859,0.466630296678929,0.5,0.098,1,0.000452758941464434,0.639586820289825,1,0.2,1,0.0107138183104859,0.000905312892269792
"Ctss",0.441631867591411,-0.912584690974937,0,0.13,1,0.000467449834345707,1.03751878786937,1,0.222,1,0.441631867591411,0.000934681159343785
"Srp9",0.000488193181188353,0.891581825957143,0.5,0.066,1,0.00178572708466083,0.477432332306713,0.75,0.142,1,0.00178572708466083,0.000976148029794548
"Pde4c",0.214110379887886,0.319496090493214,0.25,0.084,1,0.000490678995748332,0.39845185797668,0.5,0.062,1,0.214110379887886,0.000981117225619796
"Gm10320",0.0152369212276879,1.02560993770942,0.5,0.117,1,0.000501141668644586,0.430844964745685,0.75,0.122,1,0.0152369212276879,0.00100203219431712
"Anapc5",0.000501554331494135,0.594222596882003,0.5,0.065,1,0.00163837730175396,0.36029627100239,0.5,0.072,1,0.00163837730175396,0.00100285710624083
"Sep15",0.000511461871659347,1.21581904392311,0.5,0.066,1,0.000937871318556929,0.583670370563324,0.75,0.135,1,0.000937871318556929,0.00102266215007253
"H2-DMb1",0.000513708836583707,0.590790194120664,0.5,0.063,1,0.00387417499130056,0.28913160739482,0.5,0.079,1,0.00387417499130056,0.00102715377639863
"Cir1",0.000518530325202012,1.47442681533244,0.5,0.07,1,0.0284761650341669,0.387341231076014,0.5,0.122,1,0.0284761650341669,0.00103679177670587
"Rpl10-ps3",0.000538649384005523,1.51636547705226,1,0.319,1,0.217117560349067,0.385073789111922,0.75,0.379,1,0.217117560349067,0.00107700862485216
"Sec61a1",0.000551620804149019,1.49047457058569,0.5,0.072,1,0.00280952142611279,0.74309443188116,0.5,0.084,1,0.00280952142611279,0.00110293732278647
"Ndst1",0.258357934289748,1.2530793399899,0.25,0.097,1,0.00055927136671827,1.09512911342705,0.75,0.146,1,0.258357934289748,0.00111822994897491
"Traf7",0.0472512573479414,1.56718768723498,0.25,0.048,1,0.000584550703069194,0.49375649477603,0.5,0.065,1,0.0472512573479414,0.00116875970661393
"Tmx1",0.00314810299709833,1.26485704897475,0.25,0.024,1,0.000586668545505776,0.384640097032773,0.5,0.062,1,0.00314810299709833,0.00117299291102927
"Crip1",0.0264359957521187,1.17550142571851,0.5,0.136,1,0.000587272224182264,0.909540128896812,0.75,0.138,1,0.0264359957521187,0.00117419955969923
"Irf1",0.454194806048614,-0.417002425193422,0,0.124,1,0.000588661396976494,0.88690814954906,0.75,0.146,1,0.454194806048614,0.0011769762717127
"Prune2",0.0452768497593345,0.677945008240029,0.5,0.171,1,0.00059592098563368,0.292337547427654,0.5,0.062,1,0.0452768497593345,0.00119148684944624
"Nudt21",0.356234848767002,-0.369190982890321,0,0.178,1,0.000628788311822447,0.286095100254721,0.75,0.117,1,0.356234848767002,0.00125718124890381
"Pold3",0.00134822796036189,0.438647797078826,0.25,0.02,1,0.000681068732659371,0.315260163741584,0.25,0.018,1,0.00134822796036189,0.00136167361070014
"Ppm1h",0.189070748384034,0.762170196484142,0.25,0.084,1,0.000750015293205639,0.330556725948456,0.5,0.064,1,0.189070748384034,0.00149946806347124
"Gm6142",0.0051424609169429,0.393842884239057,0.25,0.025,1,0.000764772995542602,0.331778378617975,0.25,0.019,1,0.0051424609169429,0.00152896111335049
"Esd",0.0525507761741045,0.413975089737376,0.25,0.046,1,0.000766268474343433,0.290787409695903,0.5,0.063,1,0.0525507761741045,0.00153194978131209
"Leprotl1",0.222629302202818,2.11229814197188,0.25,0.094,1,0.000813147737188687,1.11521501490564,0.75,0.158,1,0.222629302202818,0.00162563426513488
"Hdgf",0.000851082644239718,2.11162602545403,0.5,0.078,1,0.634593016928186,-0.292520280153385,0.25,0.136,1,0.634593016928186,0.00170144094681211
"Ppia",0.0521000408384501,1.08658388164035,0.75,0.308,1,0.000894424057874653,2.06660559111982,1,0.39,1,0.0521000408384501,0.001788048121354
"Tmed2",0.0101551551681933,1.09797277268616,0.5,0.107,1,0.00093083850676553,1.20851989287072,1,0.278,1,0.0101551551681933,0.00186081055320538
"Foxp1",0.0704003307416659,0.758878860123132,0.5,0.178,1,0.000945699448053124,0.745148236566675,1,0.242,1,0.0704003307416659,0.0018905045486602
"Ifnar2",0.000977991193684838,1.0245605170882,0.5,0.072,1,0.035320896684351,0.418910469065385,0.5,0.13,1,0.035320896684351,0.00195502592059475
"Psap",0.00133694392051734,2.19936672449669,1,0.48,1,0.00103944295802618,1.96738891888491,1,0.618,1,0.00133694392051734,0.00207780547438938
"Cnp",0.0581278725578333,0.7646611591608,0.25,0.049,1,0.00104053226409472,0.571616015685891,0.5,0.069,1,0.0581278725578333,0.00207998182079682
"Serinc3",0.0111541997977156,1.59813960442971,0.75,0.233,1,0.00106948309667237,1.56480669068712,1,0.632,1,0.0111541997977156,0.00213782239925067
"Npc2",0.00109173205799112,1.43000600823993,0.75,0.165,1,0.0365831831011932,0.472574936945903,0.75,0.235,1,0.0365831831011932,0.00218227223709579
"Hdac1",0.0199381310855527,0.409784863780992,0.25,0.035,1,0.0011339517727461,0.662154867628916,0.5,0.075,1,0.0199381310855527,0.00226661769886929
"Sfxn1",0.00113435138205604,0.358486678549728,0.25,0.02,1,0.00318542913407126,0.733222855491543,0.25,0.025,1,0.00318542913407126,0.00226741601105412
"Cd8b1",0.359460627298853,0.420726033101299,0.25,0.118,1,0.00115484284377488,1.00814607332616,0.75,0.151,1,0.359460627298853,0.00230835202555595
"Eef1b2",0.00117495551272807,1.47095744784844,1,0.46,1,0.802367239356764,-0.251467798718036,0.75,0.476,1,0.802367239356764,0.00234853050499925
"Calr",0.509319443307383,1.02669194123395,0.25,0.159,1,0.00117907433445085,0.76428752617471,1,0.254,1,0.509319443307383,0.00235675845261554
"mt-Nd5",0.00527213138772244,0.445229255142766,0.5,0.089,1,0.00130264821817688,1.73570234592502,1,0.332,1,0.00527213138772244,0.00260359954397343
"Ndufb2",0.00136856585560314,0.41974632087316,0.25,0.02,1,0.00278952995873939,0.395780103793834,0.25,0.023,1,0.00278952995873939,0.00273525873870516
"Gm6136",0.0231463848598276,0.598416380562514,0.75,0.248,1,0.00139462053385675,0.564679840921369,1,0.224,1,0.0231463848598276,0.00278729610128004
"Cul1",0.0358224293426478,0.759919932317528,0.25,0.042,1,0.0014067048980577,0.25338063123279,0.5,0.068,1,0.0358224293426478,0.00281143097744517
"Gdi2",0.287033668558882,1.00694140810602,0.25,0.107,1,0.00142120014332817,0.392251299728592,1,0.205,1,0.287033668558882,0.00284038047680894
"Atp5c1",0.237825732455393,1.35994638368826,0.25,0.097,1,0.00145798958908157,0.873726523999884,0.75,0.183,1,0.237825732455393,0.00291385344452127
"Vimp",0.039869836586006,1.37883664442326,0.25,0.045,1,0.00151185084157772,0.454653731664908,0.5,0.072,1,0.039869836586006,0.00302141599018826
"Cd47",0.00444502557611328,1.69628113991874,0.75,0.232,1,0.00169599978887609,1.61741980939015,1,0.423,1,0.00444502557611328,0.0033891231624683
"Gm12504",0.00171993378882635,1.02310392098426,0.75,0.168,1,0.217195081398776,0.391314657592586,0.5,0.223,1,0.217195081398776,0.00343690940541475
"Eif3f",0.0149892934266242,0.439925449557907,0.5,0.108,1,0.00173887119755673,0.516770822487922,0.75,0.147,1,0.0149892934266242,0.00347471872207177
"Fkbp1a",0.0476713511453474,1.23475585444628,0.25,0.047,1,0.00177353796047607,0.719252244660961,0.5,0.078,1,0.0476713511453474,0.00354393048405489
"Hnrnpc",0.397188305787398,-0.83866212527363,0,0.154,1,0.00184614071095912,0.941117039394536,1,0.332,1,0.397188305787398,0.00368887318639357
"Tmed9",0.0428471722438405,1.07083319093028,0.25,0.044,1,0.00185962260069495,0.61536046266699,0.5,0.078,1,0.0428471722438405,0.00371578700517288
"Gna11",0.00281833887295107,0.404647307615549,0.25,0.023,1,0.00193257988275035,0.309429907033419,0.25,0.021,1,0.00281833887295107,0.00386142490049749
"Szrd1",0.100362116670846,0.360397261051294,0.25,0.058,1,0.00193310483013155,0.424547454114997,0.5,0.075,1,0.100362116670846,0.00386247276597882
"Rpl15",0.00205543471702191,1.31695310095107,1,0.313,1,0.00701906313484195,0.917166723093748,1,0.354,1,0.00701906313484195,0.00410664462216789
"Gm9320",0.0040556263039211,0.64163204434282,1,0.277,1,0.00210639000980755,0.519761002859405,0.75,0.152,1,0.0040556263039211,0.00420834314074169
"Nolc1",0.00216345211450372,0.387897974797772,0.25,0.022,1,0.00790481506160754,0.295746933193786,0.25,0.028,1,0.00790481506160754,0.00432222370395569
"mt-Nd1",0.0223877972358908,0.710718032675347,0.75,0.237,1,0.00220137151938,1.69716064714623,1,0.398,1,0.0223877972358908,0.00439789700219366
"Vcp",0.235801273147062,0.617753499377245,0.25,0.091,1,0.00226902465667285,0.277192430141342,0.75,0.137,1,0.235801273147062,0.0045329008404531
"Rrbp1",0.014465342248291,1.48156773188864,0.5,0.122,1,0.00231368760624928,0.395777141402597,0.75,0.145,1,0.014465342248291,0.00462202206215925
"Atp5e",0.0023655398394021,0.654468943550072,0.75,0.162,1,0.113081881625197,0.28222596738852,0.5,0.173,1,0.113081881625197,0.0047254839000724
"Tomm6",0.430700141968319,0.345711680384302,0.25,0.133,1,0.00243809260595167,0.739716881924571,0.75,0.182,1,0.430700141968319,0.00487024091634814
"Rps4x",0.0292515909608355,0.63186052358363,0.75,0.251,1,0.00256540228676931,0.533402556959431,1,0.241,1,0.0292515909608355,0.00512422328464566
"Camta1",0.01035805811996,0.451974801379239,0.25,0.03,1,0.00258799414881779,0.557342513373276,0.25,0.023,1,0.01035805811996,0.00516929058392126
"Fam114a2",0.0418850129920501,1.67615187360145,0.25,0.046,1,0.00264629392341637,0.682989852029077,0.5,0.084,1,0.0418850129920501,0.00528558497530362
"Rpl10",0.00274393297903494,1.30507120870073,1,0.412,1,0.0419150531408653,0.665953152679795,1,0.498,1,0.0419150531408653,0.00548033678987644
"Gm8722",0.00455527474912077,0.405812225670648,0.25,0.025,1,0.00288028431186275,0.317580345794118,0.25,0.023,1,0.00455527474912077,0.00575227258600834
"Gm10073",0.00308609978571286,1.20487173469261,1,0.352,1,0.0693607820981581,0.773785863542983,0.75,0.377,1,0.0693607820981581,0.00616267555953834
"Arhgdia",0.127884724932487,0.68634681337344,0.5,0.227,1,0.00321261771236989,0.685010764519204,1,0.279,1,0.127884724932487,0.00641491451217395
"Rps26-ps1",0.00325496887736869,0.687406696173847,1,0.266,1,0.524003785181141,0.327015655030841,0.5,0.331,1,0.524003785181141,0.00649934293234474
"Gm12966",0.480565879305156,-0.26362347230405,0,0.111,1,0.0032875417085579,0.400013744503117,0.75,0.147,1,0.480565879305156,0.00656427548663029
"Ddx6",0.458041585159435,-0.512031821739356,0,0.122,1,0.00349924493765195,0.817036053193513,1,0.273,1,0.458041585159435,0.00698624516017021
"RP24-352B14.1",0.556330348116591,-0.289889403019753,0.5,0.28,1,0.00353215234490544,0.842554389502912,1,0.308,1,0.556330348116591,0.00705182858962326
"mt-Nd3",0.00357893789504055,0.344494305309904,0.25,0.024,1,0.0260034819570757,0.36710960263232,1,0.336,1,0.0260034819570757,0.00714506699362454
"Mbtd1",0.463228640798457,-0.373372886030833,0,0.12,1,0.00375793363451271,0.283713454667446,0.75,0.148,1,0.463228640798457,0.00750174520382402
"Taf6l",0.00413412106345901,0.453003904353715,0.5,0.085,1,0.42671866892617,-0.322937042677201,0,0.137,1,0.42671866892617,0.00825115116995069
"Hmox2",0.0859877181632003,0.640661232182751,0.25,0.056,1,0.00438764141583761,0.331362946978203,0.5,0.082,1,0.0859877181632003,0.00875603143448124
"Dusp1",0.0130281696096534,-3.42676253039166,0,0.709,1,0.00446027795631426,-3.97842770244104,0,0.819,1,0.0130281696096534,0.00890066183318093
"Naca",0.388431483837404,-0.525147319577328,0,0.159,1,0.00449132498769274,0.549925458516903,1,0.262,1,0.388431483837404,0.00896247797524041
"Ceacam1",0.158644853284419,1.20336958889073,0.25,0.077,1,0.00452790984055846,0.479504046255655,0.75,0.163,1,0.158644853284419,0.00903531771359269
"Rps28",0.00460222196437208,1.35176185746832,1,0.433,1,0.175630076459631,0.49307278092297,0.75,0.39,1,0.175630076459631,0.00918326348173482
"Gm29138",0.111688198579431,0.286478281913035,0.25,0.059,1,0.0046280990765306,0.363641455518496,0.5,0.085,1,0.111688198579431,0.00923477885199901
"Gnas",0.938366502732151,-0.688007347790912,0.25,0.206,1,0.00465742031860496,1.48989251849003,1,0.412,1,0.938366502732151,0.00929314907318577
"Ankhd1",0.163847916999312,0.272672535630479,0.25,0.071,1,0.00469931116487829,0.455970256563546,0.5,0.087,1,0.163847916999312,0.00937653880433223
"Selt",0.00516279534481934,0.449046848847647,0.5,0.087,1,0.019871135186241,0.475923602957474,0.75,0.212,1,0.019871135186241,0.0102989362338662
"Sepw1",0.0940131629866922,0.961983687154418,0.25,0.061,1,0.00517462965477021,0.317877255978199,0.5,0.084,1,0.0940131629866922,0.0103224825174764
"Nmd3",0.0137756135374824,0.447798509146588,0.25,0.033,1,0.0053585513100194,0.304503835458327,0.25,0.026,1,0.0137756135374824,0.0106883885478967
"Rps11",0.144828300325141,0.451344627818498,0.75,0.361,1,0.0053816956694013,0.960885128748055,1,0.36,1,0.144828300325141,0.0107344286905246
"Psmb8",0.0400571126182917,0.855271673103073,0.5,0.144,1,0.00544501055968407,0.650682535022592,0.75,0.192,1,0.0400571126182917,0.0108603729793731
"Laptm5",0.00548297755775907,1.43697143496809,1,0.585,1,0.325037040870538,0.313099769669636,1,0.724,1,0.325037040870538,0.0109358920726192
"Scarb2",0.112502065545196,0.682063902011477,0.25,0.063,1,0.00549787862553776,0.676550176141575,0.5,0.096,1,0.112502065545196,0.0109655305816944
"Rnaset2b",0.409078321334864,1.79048313721077,0.25,0.139,1,0.00554862216063883,0.901851800982143,0.75,0.242,1,0.409078321334864,0.0110664571133961
"mt-Atp6",0.119200171442288,1.55299386574704,0.5,0.243,1,0.00566264372348722,1.63279808688634,1,0.529,1,0.119200171442288,0.0112932219130353
"Ube4b",0.00574558618766335,0.422584897045125,0.25,0.027,1,0.104980109667111,0.482616460478087,0.25,0.062,1,0.104980109667111,0.0114581606146868
"mt-Co2",0.0390571959676231,0.807424468813229,1,0.513,1,0.00577538457640644,1.69060218661461,1,0.627,1,0.0390571959676231,0.0115174140858075
"Gm5835",0.00611976293422048,0.674621040110066,0.75,0.176,1,0.0329173860494325,0.593422510266592,0.75,0.262,1,0.0329173860494325,0.0122020743700699
"Rpn1",0.0202930371824427,1.56721534086894,0.25,0.037,1,0.00618199922828442,0.372870567292533,0.5,0.088,1,0.0202930371824427,0.0123257813421103
"Cdk9",0.455472976225809,-0.591928688652145,0,0.123,1,0.00645526138251496,0.586903441875293,0.75,0.179,1,0.455472976225809,0.0128688523655133
"Smim14",0.0065155607110272,1.07521143329585,0.5,0.096,1,0.155512547734775,0.344865156210129,0.5,0.199,1,0.155512547734775,0.0129886688906753
"Gm12230",0.247320163400516,0.415152990717913,0.5,0.254,1,0.00658608635872275,0.956064331636887,0.75,0.223,1,0.247320163400516,0.0131287961839209
"Tanc2",0.00875223494677789,0.615848720267092,0.5,0.107,1,0.00660228562656328,0.583861783202227,0.5,0.101,1,0.00875223494677789,0.0131609810776318
"Zfp36l1",0.152681679083245,0.542255082889274,0.25,0.069,1,0.00660976294201151,1.00717570643537,0.75,0.207,1,0.152681679083245,0.0131758369178734
"Ly6e",0.00860695064145219,1.17379745641935,1,0.417,1,0.00678886631239908,1.20526027202543,1,0.532,1,0.00860695064145219,0.0135316439189905
"Gm4707",0.00696678886166062,0.467557829553664,0.5,0.092,1,0.442663118155061,-0.252502478847637,0,0.129,1,0.442663118155061,0.0138850415762783
"Rnaset2a",0.435951306284464,1.4739429135886,0.25,0.146,1,0.00716764977520399,0.936300937949274,0.75,0.259,1,0.435951306284464,0.014283924347108
"Rai1",0.00718704711590655,0.821944030120387,0.25,0.028,1,0.0241458454167598,0.32484203334733,0.25,0.036,1,0.0241458454167598,0.0143224405855668
"Gm8624",0.322872122924201,-0.52831819281821,0,0.199,1,0.00720391871144193,0.383677824607621,0.75,0.17,1,0.322872122924201,0.0143559409780828
